description,smarts,rule_set_name
Filter69_thio_carbonate,"[O,S]C(=[O,S])[O,S]",Inpharmatica
Filter70_AlkylCN2,*(C#N)C#N,Inpharmatica
Filter71_thio_anhydride,"*C(=[O,S])[O,S]C(=[O,S])*",Inpharmatica
Filter72_hydrated_di_ketone,C(=O)C([OH])[OH],Inpharmatica
Filter73_thio_ketone,CC(=S)C,Inpharmatica
Filter74_thiol,*[SX2H],Inpharmatica
Filter75_alkyl_Br_I,"[C!H0][Br,I]",Inpharmatica
Filter76_S_ester,CC(=S)O,Inpharmatica
Filter77_alkyl_NO2,"[*!#7]~[#6]-,=CN(~O)(~O)",Inpharmatica
Filter78_bicyclic_Imide,*~@C1C(=O)NC(=O)C(~@*)1,Inpharmatica
Filter79_maleimide,[CH]1C(=O)NC(=O)[CH]=1,Inpharmatica
Filter80_Thioepoxide_aziridone,"[N,S]1[C,N,S][C,N,S]1",Inpharmatica
Filter81_Thiocarbamate,"S!@C(=!@[O,S])!@[#7]",Inpharmatica
Filter82_pyridinium,"[c,n]1[c,n][c,n][c,n][c,n]n(C)1",Inpharmatica
Filter83_per_halo_chain,"[F,Cl,Br,I]C-,=;!@C([F,Cl,Br,I])-,=;!@C([F,Cl,Br,I])",Inpharmatica
Filter84_nitrogen_mustard,"[N,P,Se,S][C!H0]C[Br,Cl,I]",Inpharmatica
Filter85_keto_acrylonitrile,*C(=O)C(=!@[C!H0])C#N,Inpharmatica
Filter86_cyanamide,N#C[#7!$(N(C#N)=C(N)NC)],Inpharmatica
Filter87_crowns,"[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[O,N]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@C",Inpharmatica
Filter88_ene_sulfone,[C!H0]=CS(=O)(=O)*,Inpharmatica
Filter89_hydroxylamine,[*!$(C=O)]!@N!@[$([OX2])],Inpharmatica
Filter90_N_double_bond_S,N=!@S,Inpharmatica
Filter92_trityl,*(c1ccccc1)(c1ccccc1)(c1ccccc1),Inpharmatica
Filter93_acetyl_urea,C(=O)!@N!@C(=O)[#7],Inpharmatica
Filter94_2_halo_pyridine,"c1nc(ccc1)[Br,I,Cl,F]",Inpharmatica
aromatic NO2,O~N(=O)-c(:*):*,LINT
deuterium,[2H],LINT
C13,[13#6],LINT
2-chloropyridine,n1c(cccc1)Cl,LINT
aniline,[NH2D1]-c(:*):*,LINT
"Si,B,Se atoms","[Si,B,Se]",LINT
hetero imides,[!#6]-[CH2]-N1C(=O)CCC(=O)1,LINT
poly ethers,O[CH2][CH2]O-!@[CH2][CH2]O,LINT
acyclic imines,"[$([CX3R0]([#6])[#6]),$([CX3HR0][#6])]=[$([NX2R0][#6]),$([NX2HR0])]",LINT
alkyl esters of S or P,"[S,P](=O)OC",LINT
ugly P compounds,"P(=[O,S])[C,N]([C,N])[C,N]",LINT
"acyclic N-,=N and not N bound to carbonyl or sulfone","[N;!$(N-[C,S]=*)]-,=;!@[N;!$(N-[C,S]=*)]",LINT
acyclic N-C-N,N-!@[CX4]-!@N,LINT
acyclic N-S,N-!@[SX2]-*,LINT
mustards,"[N,S,O][CH2][CH2]-[F,Cl,Br,I]",LINT
aldehyde,O=[C!H0],LINT
"1,2-dicarbonyl not in ring",O=[CX3]-!@[CX3]=O,LINT
"carbamate, T-boc Protected",NC(OC([CH3])([CH3])[CH3])=O,LINT
"carbamate, CBZ Protected",NC(O[CH2]c1ccccc1)=O,LINT
carbamate include di-substitued N,OC(=O)-!@[NX3],LINT
acyl halide,"O=C-[F,Cl,Br,I]",LINT
alkyl halide,"[CH2]-[Cl,Br,I]",LINT
alpha halo carbonyl,"O=C-C-[F,Cl,Br,I]",LINT
sufonyl halide,"S(=O)(=O)-[F,Cl,Br,I]",LINT
N:C-SCH2 groups,[ND1]=C-!@[SX2]-[CH2D2],LINT
26,N-C(=S)-N,LINT
terminal vinyl,[CH2D1]=[CD2]-!@*,LINT
28,S=P~*,LINT
thio cyanates,S-C#N,LINT
thiols,*-[S!H0],LINT
thionyl,[Sv4](=O)(-!@[!#1])-!@[!#1],LINT
n-haloamines,"N-[F,Cl,Br,I]",LINT
N-C-Hal or cyano methyl,"N-C-[F,Cl,Br,I,$(C#N)]",LINT
alpha beta-unsaturated ketones; center of Michael reactivity,"[$(C#N),$(N(~O)~O),$(C=O),$(S(=O)=O),$(C(F)(F)F),Cl][C!H0]=[C!H0]",LINT
aliphatic ketone not ring and not di-carbonyl,[C;!$(C=*)][C!R](=O)[CH2D2],LINT
"aliphatic ester, not lactones",C[C!R](=O)[O!R][CH2D2],LINT
"long aliphatic chain, 6+",[CH2][CH2][CH2]-!@[CH2][CH2][CH2],LINT
quinones,"O=[#6]1[#6]:,=[#6][#6](=O)[#6]:,=[#6]1",LINT
acyclic C=C-O,C=C-!@O-*,LINT
acyclic C=N-H,[NH1X2]=[C!R;!$(C(-N)(=[NH1])-N)],LINT
acyclic NO not nitro,O-!@[N;!$(N(=O)=O);!$([N+](=O)[O-])],LINT
42,S-S,LINT
43,O~O,LINT
thioester,C-C(=O)[SD2],LINT
aziridine-like N in 3-membered ring,N~1~*~*1,LINT
epoxides,O~1C~*1,LINT
aryl iodide,I-c:*,LINT
aryl bromide,Br-c:*,LINT
multiple aromatic rings,a1aaa2a(a1)aaa(a2):a,LINT
multiple aromatic rings,"[!#1]-,:1-:a2a(-:[!#1]:3:a1aaaa3)aaaa2",LINT
S/PO3 groups,"[P,S](~O)(~O)~O",LINT
adamantyl,C12CC3CC(C1)CC(C2)C3,LINT
too many cyano Groups (>1),C#N.C#N,LINT
too many COOH groups (>1),[CX3](=O)[OH1].[CX3](=O)[OH1],LINT
amino acid,[NH2][CX4]C(=O)O,LINT
chlorates,Cl~O,LINT
high halogen content (>3),"[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I]",LINT
nitroso,[NX2]=O,EliLilly
aniline_acyl_ewd,c:c:c-N-C(=O)-[!#6],EliLilly
aniline_acyl_newd,c:c:c-N-C(=O)-c,EliLilly
aniline_h_ewd,c:c:c-N([H])-C(=O)-[!#6],EliLilly
aniline_h_newd,c:c:c-N([H])-C(=O)-c,EliLilly
aniline_no_h_ewd,c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_newd,c:c:c-N(C)-C(=O)-c,EliLilly
halo_next_to_aryl_n_w_ewg,"[Cl,Br,I,F]-c:c-n:c-[C,S](=[O,N,S])",EliLilly
halo_phthalazine,"[Cl,Br,I,F]-c1nnc2ccccc2c1",EliLilly
dicyanomethylene,C(-C#N)(-C#N),EliLilly
triphenylmethyl,C(-c1ccccc1)(-c2ccccc2)-c3ccccc3,EliLilly
rhodanine,C(=C)1SC(=S)NC(=O)1,EliLilly
thioester,C(=O)-S,EliLilly
halo_next_to_aryl_n_w_ewg,"C(F)(F)F-c:c-n:c-[C,S](=[O,N,S])",EliLilly
halo_phthalazine,C(F)(F)F-c1nnc2ccccc2c1,EliLilly
halo_imine,"C([F,Br,I,Cl])=N",EliLilly
nitrous_ester,C-O-N=O,EliLilly
aziridine,C1NN1,EliLilly
fused_tetrahydroquinoline,C12CCNCC1C=CC2,EliLilly
divinyl_carbonyl,C=C-C(=O)-C=C,EliLilly
acyl_enol,C=C-O-C(=O),EliLilly
enol_or_vinyl_ether,C=C-[OD2R0],EliLilly
sulfonyl_hydrazone,C=N-N-S(=O)(=O),EliLilly
sulfonyl_imine,C=N-S(=O)(=O),EliLilly
activated_phthalimide,"[Cl,Br,I,F]-c1ccc2c(c1)C(=O)NC2=O",EliLilly
aniline_acyl_ewd,c:c:c-N-C(=O)-[!#6],EliLilly
aniline_acyl_newd,c:c:c-N-C(=O)-c,EliLilly
aniline_h_ewd,c:c:c-N([H])-C(=O)-[!#6],EliLilly
aniline_h_newd,c:c:c-N([H])-C(=O)-c,EliLilly
aniline_no_h_ewd,c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_newd,c:c:c-N(C)-C(=O)-c,EliLilly
acetal_1_in_ring,"C[O,S;R1]C[O,S;R0]C",EliLilly
acetal_both_in_ring,"C[O,S;R1]C[O,S;R1]C",EliLilly
ccl3,Cl-C(-Cl)-Cl,EliLilly
f2_c_o2,FC(F)(O)O,EliLilly
nitroxyl,N(=O)(-O),EliLilly
aniline_acyl_ewd,N(=O)(=O)-c:c:c-N-C(=O)-[!#6],EliLilly
aniline_acyl_newd,N(=O)(=O)-c:c:c-N-C(=O)-c,EliLilly
aniline_h_ewd,N(=O)(=O)-c:c:c-N([H])-C(=O)-[!#6],EliLilly
aniline_h_newd,N(=O)(=O)-c:c:c-N([H])-C(=O)-c,EliLilly
aniline_no_h_ewd,N(=O)(=O)-c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_newd,N(=O)(=O)-c:c:c-N(C)-C(=O)-c,EliLilly
halo_next_to_aryl_n_w_ewg,"N(=O)(=O)-c:c-n:c-[C,S](=[O,N,S])",EliLilly
halo_phthalazine,N(=O)(=O)-c1nnc2ccccc2c1,EliLilly
isothiourea_sulfonamide,"N-C(-S)=N-[C,S](=O)",EliLilly
dna_intercalator_1,N-C-C-N-c1c2c(=O)c3c(n4cnc(cc1)c24)cccc3,EliLilly
enamine_2,N-C=C,EliLilly
thiophene_furan_n_acyl,N-C=O,EliLilly
amino_ester,N-O-C(=O),EliLilly
9_aminoacridine,N-c1c2c([nH0]c3c1cccc3)cccc2,EliLilly
oxiridine,N1-C-O1,EliLilly
n_double_s_double_n_ring,N1=S=N[#6]~[#6]1,EliLilly
bis_aryl_maleimide,N1C(=O)C(c)=C(c)C1(=O),EliLilly
dihydro_124_triazine,N1N=CNCC1,EliLilly
dihydro_pyrrolidone,"N1[C,N]=CCC(=O)1",EliLilly
diamidine,N=C(-N)-C(=N)-N,EliLilly
sulfonamide_methylene_sulfone,NS(=O)(=O)CS(=O)(=O)[#6],EliLilly
sulfonyl_urea,"N[CR0](=[O,S])-N-[S;R0]=[O,S]",EliLilly
non_ring_ketal,C(OC)(OC)C,EliLilly
sulfonyl_n_aromatic_edg,"S(=O)(=O)-n:c:c-[C,N,S](=[O,N,S])",EliLilly
iminal,O-C-N=C,EliLilly
imino_oxime,O-N=C-C=N,EliLilly
dihalo_vinyl_1_2_dicarbonyl,"O=C-C([F,Br,I,Cl])=C([F,Br,I,Cl])-C=O",EliLilly
diacylhydrazide,O=C-N-N-C(=O),EliLilly
lucifer_yellow,O=C1NC(=O)c2cccc3cccc1c23,EliLilly
acyl_thiohydroxamate,O=[#6][#7](-S)[#6]=O,EliLilly
acyl_oxime,O=C-O-N=C,EliLilly
acyl_enol,O=[CR0]-O-C=C,EliLilly
halomethyl_ketone,"O=C-C[F,Cl,Br,I]",EliLilly
alkyl_sulfite,O=[SD3]-[OD2],EliLilly
acyl_isoamide_aromatic,O=C-O-c-n,EliLilly
sulfimine,S(=N)(=O)-N,EliLilly
nitromethyl_sulfone,S(=O)(=O)-C-N(=O)(=O),EliLilly
sulfonyl_hydrazone,S(=O)(=O)-N-N=C,EliLilly
sulfonyl_imine,S(=O)(=O)-N=C,EliLilly
isodithiocarbamate,S-C(=N)-S,EliLilly
thiomethyl_ketone,S-C-C(=O)C,EliLilly
naphthyl,c1ccc2ccccc2c1,EliLilly
het_3mem_ring,[!#6;r3;D2]1-[R1]-[R1]1,EliLilly
het_3mem_ring_fused,"[N,O,S]1CC1",EliLilly
P-O-P,[#15]-[#8]-[#15],EliLilly
too_many_sulphur,[#16],EliLilly
acyl_hydroxamate_3,[#6](=O)-[#7](-[#8])-[#6](=O),EliLilly
acyl_hydroxamate_2,[#6](=O)-[#7]-[#8]-[#6](=O),EliLilly
n_double_s_double_n_ring,[#6]1~[#6]N=S=N1,EliLilly
nitrosamine,[#7]-N=O,EliLilly
michael_rejected,C=C-C(=O)C,EliLilly
michael_demerited,C=C-C(=O)C,EliLilly
phenolate,O-c1ccccc1,EliLilly
thiophene_furan_nh,[nH]1cccc1,EliLilly
thiophene_furan_n_acyl,c1occc1,EliLilly
thiophene_furan_nh,c1occc1,EliLilly
sulfoxide_imine,S(=O)=N,EliLilly
aniline_h_ewd,c:c:c-N([H])-C(=O)-[!#6],EliLilly
aniline_h_newd,c:c:c-N([H])-C(=O)-c,EliLilly
aniline_h_newd,c:c:c-N([H])-C(=O)-c,EliLilly
aniline_no_h_ewd,c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_ewd,c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_newd,c:c:c-N(C)-C(=O)-c,EliLilly
aniline_no_h_newd,c:c:c-N(C)-C(=O)-c,EliLilly
vinyl_thioether,[C;!R]=[C;!R]-[S;!R],EliLilly
halo_next_to_aryl_n_w_ewg,[CD3](=O)-[OD2],EliLilly
dinitro_methyl,[CD4](-N(=O)=O)-N(=O)=O,EliLilly
sulfonyl_n_aromatic_edg,S(=O)(=O)-n1ccc(C)c1,EliLilly
vinyl_halide_2_halogens,C(Cl)=C(Cl),EliLilly
vinyl_halide_3_halogens,C(Cl)(Cl)=C(Cl),EliLilly
sulfonic_acid,S(=O)(=O)O,EliLilly
naphthyl,c1ccc2ccccc2c1,EliLilly
halo_imine,"[F,Br,I,Cl]-C=N",EliLilly
activated_phthalimide,"[F,Cl,Br,I]-c1ccc2c(c1)C(=O)NC2=O",EliLilly
aniline_acyl_ewd,"[F,Cl,Br,I]-c:c:c-N-C(=O)-[!#6]",EliLilly
aniline_acyl_newd,"[F,Cl,Br,I]-c:c:c-N-C(=O)-c",EliLilly
aniline_h_ewd,"[F,Cl,Br,I]-c:c:c-N([H])-C(=O)-[!#6]",EliLilly
aniline_h_newd,"[F,Cl,Br,I]-c:c:c-N([H])-C(=O)-c",EliLilly
aniline_no_h_ewd,"[F,Cl,Br,I]-c:c:c-N(C)-C(=O)-[!#6]",EliLilly
aniline_no_h_newd,"[F,Cl,Br,I]-c:c:c-N(C)-C(=O)-c",EliLilly
halo_next_to_aryl_n_w_ewg,"[F,Cl,Br,I]-c:c-n:c-[C,S](=[O,N,S])",EliLilly
halo_phthalazine,"[F,Cl,Br,I]-c1nnc2ccccc2c1",EliLilly
halogen-oxygen,"[F,Cl,Br,I]-O",EliLilly
aminomethyl_ketone_peptide,N-C-C(=O)-N,EliLilly
aniline_acyl_newd,c:c:c-N-C(=O)-c,EliLilly
acylurea,N-C(=O)-N-C(=O),EliLilly
dicyanomethylene,[ND1]#C-C-C#N,EliLilly
cyanohydrin,N#C-C-O,EliLilly
cyano_methyl_amine,N#C-C-N,EliLilly
4amino_pyrazole,N(C)-c1c[nH]nc1,EliLilly
schiff_base,N=C,EliLilly
biguanide,N-C(=N)-N-C(=N)-N,EliLilly
sulfonyl_n_aromatic_edg,S(=O)(=O)-n1ccc(C)c1,EliLilly
aminomethyl_ketone_peptide,N-C-C(=O)C-NC=O,EliLilly
hemiaminal,N-C-O,EliLilly
nitrone,N(=O)C,EliLilly
amino_naphthalene,N-c1ccc2ccccc2c1,EliLilly
thiourea,N-C(=S)-N,EliLilly
O_alkyl_hydroxylamine,N-O-C,EliLilly
fmoc,[NR0H]-[CD3](=O)-[OD2]-[CD2H2][CD3r5]1[cD3R2]2:c:c:c:c:c2c3:c:c:c:c:c31,EliLilly
imine_aromatic,[NR0]=c,EliLilly
aziridine,[Nr3]1=N-C1,EliLilly
pyrrole_vinylidene,n1cccc1=C,EliLilly
melamine,n1c(N)nc(N)nc1N,EliLilly
non_ring_ketal,"[O,N,S;!$(S~O)]!@[C;H0;X4](!@[O,N,S;!$(S~O)])(C)",EliLilly
keto_carbonyl,O=C-C=O,EliLilly
quinone_methide,O=C1C=CC(=C)C=C1,EliLilly
non_ring_ketal,C(OC)(OC)C,EliLilly
quinone_para,"[O,N,S]=[#6]1-[#6]=,:[#6]-[#6](=[O,N,S])-[#6]~[#6]1",EliLilly
anthra_ketone,O=C1c2ccccc2Cc3ccccc31,EliLilly
formylated,O=C-N,EliLilly
acyl_sulfonamide,"[O,S]=[S;R0]-N-[C;R0](=[O,S])-[!#7]",EliLilly
phenolate,[OD1H]-c1ccccc1,EliLilly
multiple_nitro,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,EliLilly
nitro,[N+](=O)[O-],EliLilly
reverse_michael,C=C-C(=O)O,EliLilly
phenolic_ester_or_carbamate,[OD1]=C(-*)-[OD2]-a,EliLilly
divinyl_carbonyl,O=C(C=C)C=C,EliLilly
alkyne_michael,[OD1]=C-C#C,EliLilly
metanitro,[OD1]=N(=O)-c:a:c-N(=O)=O,EliLilly
michael_demerited,O=C-C=C,EliLilly
michael_rejected,O=C-C=C,EliLilly
michael_rejected,O=C-C=C,EliLilly
ester,C(=O)O,EliLilly
thioester_cyclic,[OD1]=[CD3R]-[SD2],EliLilly
benzocyclopentenone,[OD1]=[CR1]1C=Cc2ccccc12,EliLilly
pyridazine_dione,[OD1]=[cR1]1:n:n:[cD3](=[OD1]):[cR1]:c1,EliLilly
tropolone,O=c1cccccc1,EliLilly
isothiazole_carbonyl,O=c1noc(c1),EliLilly
8_hydroxyquinoline,[OD1]c1cccc2cccnc12,EliLilly
half_sulfur_peroxide,[SD1]-[OD2],EliLilly
michael_thione,[SD1]=C-C=C,EliLilly
thiocarbonyl_aromatic,[SD1]=c,EliLilly
alkylthio_N_aromatic,S-c1ncccc1,EliLilly
thioaminal_C_cyclic,S-C1-N-C-C1,EliLilly
scf3,[SD2]-C(-F)(-F)-F,EliLilly
thioester,[SD2]-C=O,EliLilly
thioester_acyclic_aliphatic,[SD2]-[CD3R0](=O)-A,EliLilly
isothiourea,[SD2]-[CR0](=N)-N,EliLilly
half_sulfur_peroxide,[SD2]-[OD1],EliLilly
half_sulfur_peroxide,[SD2]-[OD2],EliLilly
thioaminal_n_unsub_cyclic_2,[SD2][CX4][NR1D2][CX4]C,EliLilly
thioaminal_n_sub_cyclic_2,[SD2][CX4][NR1D3]([CX4])[CX4][#6],EliLilly
biotin,[SD2r5]1-C-[C;R2]2-N-C(=O)-N-C2-C1,EliLilly
4_valent_sulphur_2_connections,[SD2v4],EliLilly
naphthalene_sulfonate,[SD4](=O)(=O)-O,EliLilly
too_many_sulfonate,[SD4](=O)(=O)-O,EliLilly
vinyl_thioether,[SR0D2]-[CR0]=[CR0],EliLilly
isothioamide_cyclicS,[SR]-C=N,EliLilly
amino_naphthalene,c12ccccc1cccc2,EliLilly
naphthalene_sulfonate,c12ccccc1cccc2,EliLilly
perimidine,c12c3ncnc2cccc1ccc3,EliLilly
8_aminoquinoline,[nD2H0]1c2c(-[ND2H])cccc2ccc1,EliLilly
ester,C(=O)Oc,EliLilly
naphthalene_singly_connected,c12:c:c:c:c:c2:c:c:c:c1,EliLilly
perimidine,c1ccc3ncnc2cccc1c23,EliLilly
aniline_acyl_ewd,c:c:c-N-C(=O)-[!#6],EliLilly
aniline_h_ewd,c:c:c-N([H])-C(=O)-[!#6],EliLilly
aniline_h_newd,c:c:c-N([H])-C(=O)-c,EliLilly
aniline_no_h_ewd,c:c:c-N(C)-C(=O)-[!#6],EliLilly
aniline_no_h_newd,c:c:c-N(C)-C(=O)-c,EliLilly
azapteridine,n1c(=O)nc(=O)c2ncnnc12,EliLilly
furan,o1cccc1,EliLilly
6_membered_aromatic_sulfur,s1ccccc1,EliLilly
